mirror|weird|adapted_url|adapted_url_correct|adapted_url_archive|adapted_url_archive_correct
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/HOD.html?title=HOD&action=edit&redlink=1|False|http://robowiki.net/wiki/HOD.html?title=HOD&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Segmentation/Prioritizing.html?title=Segmentation/Prioritizing&action=edit&redlink=1|False|http://robowiki.net/wiki/Segmentation/Prioritizing.html?title=Segmentation/Prioritizing&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/SplitTargeting.html?title=SplitTargeting&action=edit&redlink=1|False|http://robowiki.net/wiki/SplitTargeting.html?title=SplitTargeting&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/ShieldBot/Understanding_ShieldBot.html?title=ShieldBot/Understanding_ShieldBot&action=edit&redlink=1|False|http://robowiki.net/wiki/ShieldBot/Understanding_ShieldBot.html?title=ShieldBot/Understanding_ShieldBot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Mathew_Nelson.html?title=User:Mathew_Nelson&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Mathew_Nelson.html?title=User:Mathew_Nelson&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Kenran.html?title=User:Kenran&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Kenran.html?title=User:Kenran&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/GrubbmOne.html?title=GrubbmOne&action=edit&redlink=1|False|http://robowiki.net/wiki/GrubbmOne.html?title=GrubbmOne&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/GrubbmTwo.html?title=GrubbmTwo&action=edit&redlink=1|False|http://robowiki.net/wiki/GrubbmTwo.html?title=GrubbmTwo&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/WaveSurfing_Challenge_Bot/C.html?title=WaveSurfing_Challenge_Bot/C&action=edit&redlink=1|False|http://robowiki.net/wiki/WaveSurfing_Challenge_Bot/C.html?title=WaveSurfing_Challenge_Bot/C&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/AlphaDragon.html?title=AlphaDragon&action=edit&redlink=1|False|http://robowiki.net/wiki/AlphaDragon.html?title=AlphaDragon&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Challenge.html|True|http://robowiki.net/wiki/Challenge|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Aspid.html?title=Aspid&action=edit&redlink=1|False|http://robowiki.net/wiki/Aspid.html?title=Aspid&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Vibora.html?title=Vibora&action=edit&redlink=1|False|http://robowiki.net/wiki/Vibora.html?title=Vibora&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Radnor.html?title=Radnor&action=edit&redlink=1|False|http://robowiki.net/wiki/Radnor.html?title=Radnor&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/R2d2.html?title=R2d2&action=edit&redlink=1|False|http://robowiki.net/wiki/R2d2.html?title=R2d2&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/NanoAndrew.html?title=NanoAndrew&action=edit&redlink=1|False|http://robowiki.net/wiki/NanoAndrew.html?title=NanoAndrew&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Attack.html?title=Attack&action=edit&redlink=1|False|http://robowiki.net/wiki/Attack.html?title=Attack&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RRGC.html|True|http://robowiki.net/wiki/RRGC|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Swiffer.html?title=Swiffer&action=edit&redlink=1|True|http://robowiki.net/wiki/Swiffer.html?title=Swiffer&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Crippa.html?title=User:Crippa&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Crippa.html?title=User:Crippa&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RoboWiki_Copyrights.html|False|http://robowiki.net/wiki/RoboWiki:Copyrights|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/PerceptBot.html?title=PerceptBot&action=edit&redlink=1|False|http://robowiki.net/wiki/PerceptBot.html?title=PerceptBot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Statistician.html?title=Statistician&action=edit&redlink=1|False|http://robowiki.net/wiki/Statistician.html?title=Statistician&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Urgood2.html?title=User:Urgood2&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Urgood2.html?title=User:Urgood2&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Angular_Pattern_Matching.html?title=Angular_Pattern_Matching&action=edit&redlink=1|False|http://robowiki.net/wiki/Angular_Pattern_Matching.html?title=Angular_Pattern_Matching&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Rolling_average-2.html?title=Rolling_average&action=edit&redlink=1|True|http://robowiki.net/wiki/Rolling_average-2.html?title=Rolling_average&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pugilist/Help_Requests.html?title=Pugilist/Help_Requests&action=edit&redlink=1|False|http://robowiki.net/wiki/Pugilist/Help_Requests.html?title=Pugilist/Help_Requests&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pugilist/Guess_Factor_Chat.html?title=Pugilist/Guess_Factor_Chat&action=edit&redlink=1|False|http://robowiki.net/wiki/Pugilist/Guess_Factor_Chat.html?title=Pugilist/Guess_Factor_Chat&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pugilist/PugilistGL.html?title=Pugilist/PugilistGL&action=edit&redlink=1|False|http://robowiki.net/wiki/Pugilist/PugilistGL.html?title=Pugilist/PugilistGL&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pugilist/PugilistGL/Code.html?title=Pugilist/PugilistGL/Code&action=edit&redlink=1|False|http://robowiki.net/wiki/Pugilist/PugilistGL/Code.html?title=Pugilist/PugilistGL/Code&action=edit&redlink=1|timeout error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Phoenix/PhoenixOS.html?title=Phoenix/PhoenixOS&action=edit&redlink=1|False|http://robowiki.net/wiki/Phoenix/PhoenixOS.html?title=Phoenix/PhoenixOS&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Phoenix/PhoenixDC.html?title=Phoenix/PhoenixDC&action=edit&redlink=1|False|http://robowiki.net/wiki/Phoenix/PhoenixDC.html?title=Phoenix/PhoenixDC&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Phoenix/PhoenixRRGC.html?title=Phoenix/PhoenixRRGC&action=edit&redlink=1|False|http://robowiki.net/wiki/Phoenix/PhoenixRRGC.html?title=Phoenix/PhoenixRRGC&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Phoenix/Phoenix_Challenge.html?title=Phoenix/Phoenix_Challenge&action=edit&redlink=1|False|http://robowiki.net/wiki/Phoenix/Phoenix_Challenge.html?title=Phoenix/Phoenix_Challenge&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Phoenix/Archived_Chat_20061122.html?title=Phoenix/Archived_Chat_20061122&action=edit&redlink=1|False|http://robowiki.net/wiki/Phoenix/Archived_Chat_20061122.html?title=Phoenix/Archived_Chat_20061122&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/PheonixM.html?title=PheonixM&action=edit&redlink=1|False|http://robowiki.net/wiki/PheonixM.html?title=PheonixM&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Neo.html?title=Neo&action=edit&redlink=1|False|http://robowiki.net/wiki/Neo.html?title=Neo&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/DareDevil.html?title=DareDevil&action=edit&redlink=1|False|http://robowiki.net/wiki/DareDevil.html?title=DareDevil&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Simonton/DCResearch.html?title=Simonton/DCResearch&action=edit&redlink=1|True|http://robowiki.net/wiki/Simonton/DCResearch.html?title=Simonton/DCResearch&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_DBall.html?title=User:DBall&action=edit&redlink=1|False|http://robowiki.net/wiki/User:DBall.html?title=User:DBall&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RRGC.html?title=RRGC&action=edit&redlink=1|True|http://robowiki.net/wiki/RRGC.html?title=RRGC&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RaikoNMT.html|False|http://robowiki.net/wiki/RaikoNMT|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/PPP.html?title=PPP&action=edit&redlink=1|False|http://robowiki.net/wiki/PPP.html?title=PPP&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Absolute_Bearing.html?title=Absolute_Bearing&action=edit&redlink=1|False|http://robowiki.net/wiki/Absolute_Bearing.html?title=Absolute_Bearing&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Dynamic_Distancing.html?title=Dynamic_Distancing&action=edit&redlink=1|False|http://robowiki.net/wiki/Dynamic_Distancing.html?title=Dynamic_Distancing&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Sedan.html?title=Sedan&action=edit&redlink=1|False|http://robowiki.net/wiki/Sedan.html?title=Sedan&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/GlowBlowAPM.html?title=GlowBlowAPM&action=edit&redlink=1|False|http://robowiki.net/wiki/GlowBlowAPM.html?title=GlowBlowAPM&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Basilite/Version_History.html?title=Basilite/Version_History&action=edit&redlink=1|False|http://robowiki.net/wiki/Basilite/Version_History.html?title=Basilite/Version_History&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Wall_Distance.html?title=Wall_Distance&action=edit&redlink=1|False|http://robowiki.net/wiki/Wall_Distance.html?title=Wall_Distance&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Advancing_velocity-2.html?title=Advancing_velocity&action=edit&redlink=1|False|http://robowiki.net/wiki/Advancing_velocity-2.html?title=Advancing_velocity&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Enemy_distance.html?title=Enemy_distance&action=edit&redlink=1|False|http://robowiki.net/wiki/Enemy_distance.html?title=Enemy_distance&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Event_Management.html?title=Event_Management&action=edit&redlink=1|False|http://robowiki.net/wiki/Event_Management.html?title=Event_Management&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Qohnil.html?title=Qohnil&action=edit&redlink=1|False|http://robowiki.net/wiki/Qohnil.html?title=Qohnil&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/XBot.html?title=XBot&action=edit&redlink=1|False|http://robowiki.net/wiki/XBot.html?title=XBot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Face2face.html?title=Face2face&action=edit&redlink=1|False|http://robowiki.net/wiki/Face2face.html?title=Face2face&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Albert/Inspiration.html?title=User:Albert/Inspiration&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Albert/Inspiration.html?title=User:Albert/Inspiration&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/ScruchiPu.html?title=ScruchiPu&action=edit&redlink=1|False|http://robowiki.net/wiki/ScruchiPu.html?title=ScruchiPu&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/PatternMovement.html?title=PatternMovement&action=edit&redlink=1|False|http://robowiki.net/wiki/PatternMovement.html?title=PatternMovement&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/WhiteFang/Lightning.html?title=WhiteFang/Lightning&action=edit&redlink=1|False|http://robowiki.net/wiki/WhiteFang/Lightning.html?title=WhiteFang/Lightning&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/WhiteFang/Fangs.html?title=WhiteFang/Fangs&action=edit&redlink=1|False|http://robowiki.net/wiki/WhiteFang/Fangs.html?title=WhiteFang/Fangs&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RoboWiki_Community_portal.html|True|http://robowiki.net/wiki/RoboWiki:Community_portal|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Template_Navbar_small.html?title=Template:Navbar_small&action=edit&redlink=1|False|http://robowiki.net/wiki/Template_Navbar_small.html?title=Template:Navbar_small&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/RandomBot.html?title=RandomBot&action=edit&redlink=1|False|http://robowiki.net/wiki/RandomBot.html?title=RandomBot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/MiniAtomicOperation.html?title=MiniAtomicOperation&action=edit&redlink=1|False|http://robowiki.net/wiki/MiniAtomicOperation.html?title=MiniAtomicOperation&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/WaveSurfingChallenge2K6.html?WaveSurfingChallenge2K6|False|http://robowiki.net/wiki/WaveSurfingChallenge2K6.html?WaveSurfingChallenge2K6|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Neptune.html?title=Neptune&action=edit&redlink=1|False|http://robowiki.net/wiki/Neptune.html?title=Neptune&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/MiniBotChallenge.html?title=MiniBotChallenge&action=edit&redlink=1|False|http://robowiki.net/wiki/MiniBotChallenge.html?title=MiniBotChallenge&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Relativity.html?title=Relativity&action=edit&redlink=1|False|http://robowiki.net/wiki/Relativity.html?title=Relativity&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Saturn.html?title=Saturn&action=edit&redlink=1|False|http://robowiki.net/wiki/Saturn.html?title=Saturn&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/FallingLeaf.html?title=FallingLeaf&action=edit&redlink=1|False|http://robowiki.net/wiki/FallingLeaf.html?title=FallingLeaf&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/FallingLeafRobot.html?title=FallingLeafRobot&action=edit&redlink=1|False|http://robowiki.net/wiki/FallingLeafRobot.html?title=FallingLeafRobot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/CherryBlossom.html?title=CherryBlossom&action=edit&redlink=1|False|http://robowiki.net/wiki/CherryBlossom.html?title=CherryBlossom&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pluto.html?title=Pluto&action=edit&redlink=1|False|http://robowiki.net/wiki/Pluto.html?title=Pluto&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/MiniBot_Challenge.html?title=MiniBot_Challenge&action=edit&redlink=1|False|http://robowiki.net/wiki/MiniBot_Challenge.html?title=MiniBot_Challenge&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/One-one-one.html?title=One-one-one&action=edit&redlink=1|False|http://robowiki.net/wiki/One-one-one.html?title=One-one-one&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Category_Haiku_Bots.html?title=Category:Haiku_Bots&action=edit&redlink=1|False|http://robowiki.net/wiki/Category:Haiku_Bots.html?title=Category:Haiku_Bots&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/PicoBot.html?title=PicoBot&action=edit&redlink=1|False|http://robowiki.net/wiki/PicoBot.html?title=PicoBot&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Iapetus.html?title=Iapetus&action=edit&redlink=1|False|http://robowiki.net/wiki/Iapetus.html?title=Iapetus&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Curve_Flattening-2.html?title=Curve_Flattening&action=edit&redlink=1|False|http://robowiki.net/wiki/Curve_Flattening-2.html?title=Curve_Flattening&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Decay_rate.html?title=Decay_rate&action=edit&redlink=1|False|http://robowiki.net/wiki/Decay_rate.html?title=Decay_rate&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/EnemyWave.html?title=EnemyWave&action=edit&redlink=1|True|http://robowiki.net/wiki/EnemyWave.html?title=EnemyWave&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/MovementChallenge2K6.html?title=MovementChallenge2K6&action=edit&redlink=1|True|http://robowiki.net/wiki/MovementChallenge2K6.html?title=MovementChallenge2K6&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/WaveSurfingChallenge2K6.html?title=WaveSurfingChallenge2K6&action=edit&redlink=1|True|http://robowiki.net/wiki/WaveSurfingChallenge2K6.html?title=WaveSurfingChallenge2K6&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/AntiPatternMatcherChallenge2K6.html?title=AntiPatternMatcherChallenge2K6&action=edit&redlink=1|True|http://robowiki.net/wiki/AntiPatternMatcherChallenge2K6.html?title=AntiPatternMatcherChallenge2K6&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/CurveFlatteningChallenge2K6.html?title=CurveFlatteningChallenge2K6&action=edit&redlink=1|True|http://robowiki.net/wiki/CurveFlatteningChallenge2K6.html?title=CurveFlatteningChallenge2K6&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Pest.html?title=Pest&action=edit&redlink=1|False|http://robowiki.net/wiki/Pest.html?title=Pest&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Atom.html?title=Atom&action=edit&redlink=1|False|http://robowiki.net/wiki/Atom.html?title=Atom&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Photon.html?title=Photon&action=edit&redlink=1|False|http://robowiki.net/wiki/Photon.html?title=Photon&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Nova.html?title=Nova&action=edit&redlink=1|False|http://robowiki.net/wiki/Nova.html?title=Nova&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Neutrino.html?title=Neutrino&action=edit&redlink=1|False|http://robowiki.net/wiki/Neutrino.html?title=Neutrino&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Shrike.html?title=Shrike&action=edit&redlink=1|False|http://robowiki.net/wiki/Shrike.html?title=Shrike&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Category_Robocode_Documentations.html?title=Category:Robocode_Documentations&action=edit&redlink=1|False|http://robowiki.net/wiki/Category:Robocode_Documentations.html?title=Category:Robocode_Documentations&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/User_Rednaxela/SaphireSlippers.html?title=User:Rednaxela/SaphireSlippers&action=edit&redlink=1|False|http://robowiki.net/wiki/User:Rednaxela/SaphireSlippers.html?title=User:Rednaxela/SaphireSlippers&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Neural_Movement.html?title=Neural_Movement&action=edit&redlink=1|False|http://robowiki.net/wiki/Neural_Movement.html?title=Neural_Movement&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/SSO.html?title=SSO&action=edit&redlink=1|False|http://robowiki.net/wiki/SSO.html?title=SSO&action=edit&redlink=1|http error|False|False
http://www.cse.chalmers.se/~bergert/robowiki-mirror/RoboWiki/robowiki.net/wiki/Princess.html?title=Princess&action=edit&redlink=1|False|http://robowiki.net/wiki/Princess.html?title=Princess&action=edit&redlink=1|http error|False|False
